,Name,IMDB Rating,Duration,Year,Age,Subtitles Available,Genres,Subtitles
2887,Youngistaan,5.2,124 min,2014,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Political, Drama: Romance, World Cinema: Indian",English
2888,Socha Na Tha,7.6,137 min,2005,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English
2889,Jannat,6.8,140 min,2008,13+,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Romance, Romance: Drama, World Cinema: Indian",
2890,Ungli,5.8,113 min,2014,13+,,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",
2891,Mr.X,3.7,124 min,2015,13+,,"Bollywood: Thriller, Sci-Fi/Fantasy: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Sci-Fi/Fantasy, World Cinema: Indian",
2892,Heropanti,5.4,137 min,2014,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English
2893,Bhool Bhulaiyaa,7.3,148 min,2007,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Mystery, Thriller: Psychological, World Cinema: Indian",English [CC]
2894,Ishaqzaade,6.6,131 min,2012,NR,,"Action, Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
2895,Ajab Gazabb Love,4.1,114 min,2012,13+,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Comedy: Romance, Drama: Bollywood, World Cinema: Indian",
2896,Aurangzeb,6.6,137 min,2013,16+,,"Bollywood, Bollywood: Action/Adventure, Bollywood: Drama, Bollywood: Thriller, Drama, World Cinema: Indian",
2897,Jaane Bhi Do Yaaron,7.2,137 min,1983,All Ages,CC,"Bollywood: Comedy, Comedy: Crime, World Cinema: Indian",English
2898,Silsila,7.4,180 min,1981,7+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
2899,Laaga Chunari Mein Daag,5.4,139 min,2007,13+,,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",
2900,Bunty Aur Babli,6.2,170 min,2005,13+,,"Bollywood: Comedy, Comedy: Crime, Comedy: Drama, Comedy: Romance, World Cinema: Indian",
2901,Mujhse Dosti Karoge,5.0,148 min,2002,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
2902,Raghu Romeo,7.1,99 min,2003,18+,CC,"Bollywood: Drama, Comedy: Crime, Drama: Bollywood, World Cinema: Indian",English [CC]
2903,Jannat 2,6.1,134 min,2012,NR,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Romance: Drama, World Cinema: Indian",
2904,Aashiqui 2,7.0,127 min,2013,All Ages,CC,"Bollywood: Romance, Romance: Drama, Romance: Musical, World Cinema: Indian",English [CC]
2905,Saathiya,6.9,138 min,2002,13+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
2906,Dhoom,6.7,129 min,2004,13+,,"Action/Adventure: Crime, Bollywood: Action/Adventure, World Cinema: Indian",
2907,Don,7.2,167 min,2006,13+,,"Action/Adventure: Crime, Bollywood: Action/Adventure, World Cinema: Indian",
2908,Dil To Pagal Hai,7.1,179 min,1997,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
2909,Mohabbatein,7.1,215 min,2000,7+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Romance, Romance, Romance: Drama, World Cinema: Indian",
2910,Kabhi Khushi Kabhie Gham,7.5,209 min,2001,All Ages,,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",
2911,Karthik Calling Karthik,7.0,133 min,2010,NR,,"Bollywood: Thriller, Thriller: Mystery, Thriller: Psychological, World Cinema: Indian",
2912,Tashan,3.9,147 min,2008,16+,,"Bollywood: Masala, World Cinema: Indian",
2913,Lafangey Parindey,5.3,126 min,2010,13+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
2914,I Am Kalam,8.0,88 min,2010,All Ages,,"Bollywood, Family: Drama, World Cinema: Indian",
2915,Game,5.1,134 min,2011,NR,,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, World Cinema: Indian",
2916,Ready,4.7,144 min,2011,13+,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",English [CC]
2917,Teraa Surroor,2.7,99 min,2016,13+,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Mystery, Romance: Drama, World Cinema: Indian",
2918,Mardaani,7.4,113 min,2014,18+,,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",
2919,Namastey London,7.3,131 min,2007,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian","English (India), English (US)"
2920,Dhokha,6.5,121 min,2007,NR,CC,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",English
2921,Chashme Buddoor,8.0,134 min,1981,All Ages,CC,"Bollywood: Comedy, Bollywood: Romance, Comedy: Romance, World Cinema: Indian",English
2922,Lamhe,7.4,187 min,1991,7+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
2923,Agneepath (2012),7.0,173 min,2012,13+,,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",
2924,Koi Mil Gaya,7.1,164 min,2003,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, Sci-Fi/Fantasy: Sci-fi – Alien, World Cinema: Indian",English
2925,Aaja Nachle,6.4,143 min,2007,7+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Music/Musical: Ballet/Dance, Romance, World Cinema: Indian",
2926,Dil Bole Hadippa,4.6,146 min,2009,13+,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, Sport: Cricket, World Cinema: Indian",English
2927,Luck By Chance,7.1,154 min,2009,NR,,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",
2928,Khatta Meetha,7.5,128 min,1981,All Ages,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian","English, हिन्दी"
2929,Tum Bin,7.5,152 min,2001,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
2930,Kuch Kuch Hota Hai,7.8,185 min,1998,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
2931,Tarkieb,4.9,154 min,2000,All Ages,,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Mystery, Drama: Thriller, World Cinema: Indian",
2932,Awarapan,7.2,124 min,2007,NR,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Romance, Romance: Drama, World Cinema: Indian",
2933,Mere Yaar Ki Shaadi Hai,5.3,159 min,2002,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
2934,Gunday,2.0,152 min,2014,13+,,"Bollywood, Bollywood: Masala, World Cinema: Indian",
2935,Kill Dil,4.4,117 min,2014,13+,,"Bollywood: Masala, World Cinema: Indian",
2936,Darr,7.9,176 min,1993,13+,,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Thriller, Drama: Romance, Thriller: Drama, World Cinema: Indian",
2937,Padosan,8.1,149 min,1968,All Ages,,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian",
2938,Bombay To Bangkok,4.8,120 min,2008,13+,CC,"Bollywood: Drama, Comedy: Crime, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",English
2939,Hum Aapke Hain Koun…!,7.6,193 min,1994,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Musical, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
2940,Kuch Luv Jaisa,4.7,102 min,2011,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",English
2941,Kaal,4.5,125 min,2005,13+,,"Bollywood: Thriller, Thriller: Mystery, World Cinema: Indian",
2942,Krrish 3,5.4,145 min,2013,All Ages,CC,"Action/Adventure: Sci-fi/Fantasy, Action/Adventure: Superheroes, Bollywood: Action/Adventure, Sci-Fi/Fantasy: Action/Adventure, World Cinema: Indian",English [CC]
2943,Hum Saath Saath Hain,6.2,176 min,1999,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Musical, World Cinema: Indian",English
2944,Vivah,6.6,166 min,2006,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
2945,Abhay,8.3,127 min,1995,All Ages,,"Bollywood, Bollywood: Comedy, Horror, Horror: Comedy, World Cinema: Indian",
2946,Murder 2,6.1,126 min,2011,18+,,"Bollywood, Bollywood: Thriller, Horror: Slasher, Thriller, World Cinema: Indian",
2947,Kabhi Kabhie,7.6,172 min,1976,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
2948,Krrish,6.3,173 min,2006,All Ages,CC,"Action/Adventure: Superheroes, Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",English
2949,Khamoshiyan,4.0,117 min,2015,18+,,"Bollywood: Horror, Horror: Ghosts/Supernatural, World Cinema: Indian",
2950,Tumsa Nahin Dekha,4.6,127 min,2004,NR,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
2951,Chandni,6.8,179 min,1989,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
2952,Paying Guests,4.1,112 min,2009,All Ages,,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian",
2953,Rock On,7.8,143 min,2008,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, Music/Musical: Music – Rock/Pop, World Cinema: Indian",English
2954,Kaho Naa Pyar Hai,6.9,165 min,2000,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Romance, Romance: Drama, World Cinema: Indian",English
2955,Kaalo,2.9,80 min,2010,18+,CC,"Bollywood: Horror, Horror: Ghosts/Supernatural, World Cinema: Indian",English
2956,Singh Is King,5.7,130 min,2008,All Ages,CC,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian",English
2957,Half Ticket,7.5,119 min,1962,All Ages,,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian",
2958,Mashooka,5.5,102 min,2005,18+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian",English
2959,Honeymoon Travels Pvt Ltd,6.1,118 min,2007,NR,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Romance, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",
2960,Tamanna,7.2,126 min,1998,NR,,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, World Cinema: Indian",
2961,Yamala Pagla Deewana,5.7,152 min,2011,13+,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",
2962,Ramgarh Ke Sholay,4.9,124 min,1991,All Ages,,"Bollywood: Comedy, Comedy: Crime, Comedy: Spoof, World Cinema: Indian",
2963,Peechha Karro,6.7,114 min,1986,All Ages,,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian",
2964,Raaz 3,4.0,139 min,2012,NR,,"Bollywood, Bollywood: Horror, Bollywood: Thriller, Horror, Horror: Thriller, Thriller, Thriller: Horror, World Cinema: Indian",
2965,Humko Deewana Kar Gaye,5.3,148 min,2006,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian","English, English [CC]"
2966,Action Replayy,4.1,125 min,2010,All Ages,,"Bollywood, Bollywood: Comedy, Bollywood: Drama, Comedy, Drama, Drama: Bollywood, Drama: Period, Drama: Romance, Sci-Fi/Fantasy, World Cinema: Indian",
2967,Jhoom Barabar Jhoom,3.8,131 min,2007,13+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
2968,Yeh Dillagi,6.7,154 min,1994,All Ages,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Romance, Romance, World Cinema: Indian",
2969,Loafer,7.1,123 min,1973,All Ages,,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian",
2970,Isi Life Mein…!,5.9,144 min,2010,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
2971,Raaz: The Mystery Continues,5.7,137 min,2009,NR,,"Bollywood: Horror, Horror: Ghosts/Supernatural, World Cinema: Indian",
2972,Raja Babu,6.4,144 min,1994,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",English
2973,Raaz,6.5,151 min,2002,NR,,"Bollywood, Bollywood: Horror, Bollywood: Thriller, Horror, Horror: Thriller, Thriller, Thriller: Horror, Thriller: Mystery, World Cinema: Indian",
2974,Aaina,6.1,149 min,1993,16+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Romance, Romance, Romance: Drama, World Cinema: Indian",
2975,Ek Aur Ek Gyarah,6.1,153 min,2003,13+,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, World Cinema: Indian",English
2976,Dulhe Raja,6.5,143 min,1998,All Ages,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Romance, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",
2977,Main Prem Ki Diwani Hoon,4.0,197 min,2003,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
2978,Agneepath (1990),7.8,174 min,1990,13+,,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",
2979,Tum Mile,4.9,128 min,2009,NR,,"Bollywood: Drama, Drama: Bollywood, Drama: Thriller, Drama: Romance, World Cinema: Indian",
2980,Ghulam,7.4,160 min,1998,NR,CC,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",English
2981,Salaam Bombay!,8.0,114 min,1988,13+,CC,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian",English
2982,Inteha,5.4,150 min,2003,18+,,"Bollywood, Bollywood: Drama, Bollywood: Thriller, Drama, Drama: Bollywood, Drama: Crime, Drama: Thriller, Thriller, Thriller: Drama, World Cinema: Indian",
2983,Dosti,8.4,163 min,1964,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian",English [CC]
2984,Yuva,7.5,160 min,2004,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",English
2985,Bombay to Goa,6.9,136 min,1972,All Ages,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian",English [CC]
2986,Woh Lamhe,6.7,130 min,2006,18+,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
2987,Gangster A Love Story,7.2,120 min,2006,NR,CC,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Crime, Romance, World Cinema: Indian",English
2988,Kalyug,6.5,116 min,2005,NR,,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Crime, Drama: Thriller, Thriller: Drama, World Cinema: Indian",
2989,Maine Pyar Kiya,7.4,192 min,1989,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English
2990,Hari Puttar: A Comedy of Terrors,2.0,82 min,2008,All Ages,,"Bollywood: Comedy, Comedy: Crime, Family: Comedy, World Cinema: Indian",
2991,Alibaba And 40 Thieves,,151 min,1966,All Ages,,"Action/Adventure, Bollywood: Action/Adventure, Sci-Fi/Fantasy: Action/Adventure, World Cinema: Indian",
2992,Aashiqui,6.3,144 min,1990,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian","English, English [CC]"
2993,Foto,,86 min,2007,All Ages,,"Bollywood, Children, World Cinema: Indian",
2994,Chori Chori,8.0,136 min,1956,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Romance: Drama, World Cinema: Indian",
2995,Zeher,5.4,130 min,2005,NR,,"Bollywood, Bollywood: Drama, Bollywood: Thriller, Drama, Drama: Bollywood, Drama: Crime, Thriller, Thriller: Drama, World Cinema: Indian",
2996,Dil Hai Ki Manta Nahin,7.4,154 min,1991,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
2997,Crook,5.0,119 min,2010,NR,CC,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, Drama: Mystery, Drama: Romance, World Cinema: Indian","English (UK), English (India), हिन्दी"
2998,Mr. X in Bombay,7.1,132 min,1964,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, Sci-Fi/Fantasy: Comedy, World Cinema: Indian",English [CC]
2999,Antardwand,7.2,104 min,2010,NR,,"Bollywood: Drama, Drama: Bollywood, Drama: Historical, World Cinema: Indian",
3000,Joggers Park,6.3,133 min,2003,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English
3001,Kati Patang,7.2,148 min,All Ages,CC,Subtitles,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
3002,Waqt – The Race Against Time,7.0,147 min,2005,All Ages,,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian",
3003,Aashayein,7.1,115 min,2010,13+,CC,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian",English
3004,Saat Saal Baad,4.2,90 min,1987,18+,,"Bollywood: Horror, Horror: Slasher, Horror: Thriller, World Cinema: Indian",
3005,Jaya Ganga,7.3,79 min,1996,18+,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
3006,Sangharsh,7.2,124 min,1999,18+,,"Bollywood, Bollywood: Drama, Bollywood: Thriller, Drama, Drama: Bollywood, Drama: Thriller, Thriller, Thriller: Crime, World Cinema: Indian",
3007,Robot,7.1,169 min,2010,All Ages,,"Bollywood: Action/Adventure, Sci-Fi/Fantasy: Action/Adventure, World Cinema: Indian",
3008,Filmistaan,7.3,105 min,2012,All Ages,CC,"Bollywood: Comedy, Bollywood: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",English
3009,C I D,7.6,138 min,1956,All Ages,,"Bollywood: Drama, Bollywood: Thriller, Drama: Crime, Drama: Mystery, Drama: Thriller, World Cinema: Indian",
3010,Maachis,7.9,156 min,1996,18+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Political, World Cinema: Indian",English [CC]
3011,Daag,7.1,146 min,1973,7+,,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",
3012,Sapnay,7.0,142 min,1997,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English
3013,Gawaahi,5.2,111 min,1989,13+,CC,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, Drama: Plays/Performance, World Cinema: Indian",English
3014,Chandni Bar,7.7,144 min,2001,18+,,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",
3015,Kaala Patthar,7.8,171 min,1979,7+,CC,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, World Cinema: Indian",English
3016,Nauker,6.8,128 min,1979,All Ages,,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",
3017,Amar Prem,8.1,146 min,1971,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",English [CC]
3018,Apna Sapna Money Money,5.2,133 min,2006,All Ages,,"Bollywood: Comedy, Comedy, Comedy: Drama, Comedy: Romance, World Cinema: Indian",
3019,Gaddaar,8.1,130 min,1973,All Ages,,"Action/Adventure: Crime, Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, Drama: Thriller, World Cinema: Indian",
3020,Damini,7.8,150 min,1993,All Ages,,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian",
3021,Duplicate,5.5,164 min,1998,All Ages,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",
3022,Neighbours,4.0,118 min,2014,18+,,"Bollywood: Horror, Horror: Vampires, World Cinema: Indian",
3023,Woh Kaun Thi ?,7.7,140 min,1964,18+,,"Bollywood: Thriller, Drama: Mystery, Thriller: Psychological, World Cinema: Indian",
3024,Dil,6.8,175 min,1990,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, World Cinema: Indian",English
3025,100 Days,6.6,138 min,1991,18+,,"Bollywood, Bollywood: Drama, Bollywood: Thriller, Drama, Drama: Bollywood, Drama: Thriller, Thriller, World Cinema: Indian",
3026,Howrah Bridge,7.1,142 min,1958,All Ages,,"Bollywood: Thriller, Drama: Mystery, Thriller: Mystery, World Cinema: Indian",
3027,Vaastav – The Reality,8.0,145 min,1999,18+,,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",
